STOP_ID,STOP_NAME,STATION_NAME,MAP_ID,ADA,RED,BLUE,G,BRN,P,Pexp,Y,Pnk,O,Location
30265,California (63rd-bound),California,41360,true,false,false,true,false,false,false,false,false,false,"(41.88422, -87.696234)"
30242,Central (Howard-Loop-bound),Central,41250,false,false,false,false,false,true,true,false,false,false,"(42.063987, -87.685617)"
30241,Central (Linden-bound),Central,41250,false,false,false,false,false,true,true,false,false,false,"(42.063987, -87.685617)"
30055,Central (Harlem-bound),Central,40280,true,false,false,true,false,false,false,false,false,false,"(41.887389, -87.76565)"
30054,Central (63rd-bound),Central,40280,true,false,false,true,false,false,false,false,false,false,"(41.887389, -87.76565)"
30151,Central Park (Loop-bound),Central Park,40780,true,false,false,false,false,false,false,false,true,false,"(41.853839, -87.714842)"
30152,Central Park (54th/Cermak-bound),Central Park,40780,true,false,false,false,false,false,false,false,true,false,"(41.853839, -87.714842)"
30194,Cermak-Chinatown (95th-bound),Cermak-Chinatown,41000,true,true,false,false,false,false,false,false,false,false,"(41.853206, -87.630968)"
30193,Cermak-Chinatown (Howard-bound),Cermak-Chinatown,41000,true,true,false,false,false,false,false,false,false,false,"(41.853206, -87.630968)"
30382,Cermak-McCormick Place (63rd-bound),Cermak-McCormick Place,41690,true,false,false,true,false,false,false,false,false,false,"(41.853115, -87.626402)"
30032,Ashland (Loop-63rd-bound),Ashland,40170,true,false,false,true,false,false,false,false,true,false,"(41.885269, -87.666969)"
30381,Cermak-McCormick Place (Harlem-bound),Cermak-McCormick Place,41690,true,false,false,true,false,false,false,false,false,false,"(41.853115, -87.626402)"
30138,Chicago (Loop-bound),Chicago,40710,true,false,false,false,true,false,true,false,false,false,"(41.89681, -87.635924)"
30271,Chicago (O'Hare-bound),Chicago,41410,false,false,true,false,false,false,false,false,false,false,"(41.896075, -87.655214)"
30272,Chicago (Forest Pk-bound),Chicago,41410,false,false,true,false,false,false,false,false,false,false,"(41.896075, -87.655214)"
30279,Chicago (Howard-bound),Chicago,41450,true,true,false,false,false,false,false,false,false,false,"(41.896671, -87.628176)"
30280,Chicago (95th-bound),Chicago,41450,true,true,false,false,false,false,false,false,false,false,"(41.896671, -87.628176)"
30137,Chicago (Kimball-Linden-bound),Chicago,40710,true,false,false,false,true,false,true,false,false,false,"(41.89681, -87.635924)"
30187,Cicero (O'Hare-bound),Cicero,40970,false,false,true,false,false,false,false,false,false,false,"(41.871574, -87.745154)"
30083,Cicero (54th/Cermak-bound),Cicero,40420,true,false,false,false,false,false,false,false,true,false,"(41.85182, -87.745336)"
30082,Cicero (Loop-bound),Cicero,40420,true,false,false,false,false,false,false,false,true,false,"(41.85182, -87.745336)"
30188,Cicero (Forest Pk-bound),Cicero,40970,false,false,true,false,false,false,false,false,false,false,"(41.871574, -87.745154)"
30009,Cicero (Harlem-bound),Cicero,40480,true,false,false,true,false,false,false,false,false,false,"(41.886519, -87.744698)"
30094,Cicero (63rd-bound),Cicero,40480,true,false,false,true,false,false,false,false,false,false,"(41.886519, -87.744698)"
30122,Clark/Division (95th-bound),Clark/Division,40630,true,true,false,false,false,false,false,false,false,false,"(41.90392, -87.631412)"
30121,Clark/Division (Howard-bound),Clark/Division,40630,true,true,false,false,false,false,false,false,false,false,"(41.90392, -87.631412)"
30074,Clark/Lake (Inner Loop),Clark/Lake,40380,true,false,false,true,false,false,true,false,true,true,"(41.885737, -87.630886)"
30075,Clark/Lake (Outer Loop),Clark/Lake,40380,true,false,false,true,true,false,false,false,false,false,"(41.885737, -87.630886)"
30374,Clark/Lake (Forest Pk-bound),Clark/Lake,40380,true,false,true,false,false,false,false,false,false,false,"(41.885737, -87.630886)"
30375,Clark/Lake (O'Hare-bound),Clark/Lake,40380,true,false,true,false,false,false,false,false,false,false,"(41.885737, -87.630886)"
30222,Clinton (Harlem-54th/Cermak-bound),Clinton,41160,true,false,false,true,false,false,false,false,true,false,"(41.885678, -87.641782)"
30221,Clinton (Loop-63rd-bound),Clinton,41160,true,false,false,true,false,false,false,false,true,false,"(41.885678, -87.641782)"
30085,Clinton (Forest Pk-bound),Clinton,40430,false,false,true,false,false,false,false,false,false,false,"(41.875539, -87.640984)"
30084,Clinton (O'Hare-bound),Clinton,40430,false,false,true,false,false,false,false,false,false,false,"(41.875539, -87.640984)"
30291,Conservatory (63rd-bound),Conservatory,41670,true,false,false,true,false,false,false,false,false,false,"(41.884904, -87.716523)"
30292,Conservatory (Harlem-bound),Conservatory,41670,true,false,false,true,false,false,false,false,false,false,"(41.884904, -87.716523)"
30140,Cottage Grove (Harlem-bound),Cottage Grove,40720,true,false,false,true,false,false,false,false,false,false,"(41.780309, -87.605857)"
30139,Cottage Grove (Terminal arrival),Cottage Grove,40720,true,false,false,true,false,false,false,false,false,false,"(41.780309, -87.605857)"
30044,Cumberland (O'Hare-bound),Cumberland,40230,true,false,true,false,false,false,false,false,false,false,"(41.984246, -87.838028)"
30045,Cumberland (Forest Pk-bound),Cumberland,40230,true,false,true,false,false,false,false,false,false,false,"(41.984246, -87.838028)"
30019,Damen (Loop-bound),Damen,40090,true,false,false,false,true,false,false,false,false,false,"(41.966286, -87.678639)"
30041,Damen (54th/Cermak-bound),Damen,40210,true,false,false,false,false,false,false,false,true,false,"(41.854517, -87.675975)"
30040,Damen (Loop-bound),Damen,40210,true,false,false,false,false,false,false,false,true,false,"(41.854517, -87.675975)"
30116,Damen/Milwaukee (Forest Pk-bound),Damen,40590,false,false,true,false,false,false,false,false,false,false,"(41.909744, -87.677437)"
30115,Damen/Milwaukee (O'Hare-bound),Damen,40590,false,false,true,false,false,false,false,false,false,false,"(41.909744, -87.677437)"
30018,Damen (Kimball-bound),Damen,40090,true,false,false,false,true,false,false,false,false,false,"(41.966286, -87.678639)"
30010,Davis (Linden-bound),Davis,40050,true,false,false,false,false,true,true,false,false,false,"(42.04771, -87.683543)"
30011,Davis (Howard-Loop-bound),Davis,40050,true,false,false,false,false,true,true,false,false,false,"(42.04771, -87.683543)"
30133,Dempster (Linden-bound),Dempster,40690,false,false,false,false,false,true,true,false,false,false,"(42.041655, -87.681602)"
30134,Dempster (Howard-Loop-bound),Dempster,40690,false,false,false,false,false,true,true,false,false,false,"(42.041655, -87.681602)"
30026,Dempster-Skokie (Arrival),Dempster-Skokie,40140,true,false,false,false,false,false,false,true,false,false,"(42.038951, -87.751919)"
30027,Dempster-Skokie (Howard-bound),Dempster-Skokie,40140,true,false,false,false,false,false,false,true,false,false,"(42.038951, -87.751919)"
30103,Diversey (Kimball-Linden-bound),Diversey,40530,true,false,false,false,true,false,true,false,false,false,"(41.932732, -87.653131)"
30104,Diversey (Loop-bound),Diversey,40530,true,false,false,false,true,false,true,false,false,false,"(41.932732, -87.653131)"
30062,Division (O'Hare-bound),Division,40320,false,false,true,false,false,false,false,false,false,false,"(41.903355, -87.666496)"
30063,Division (Forest Pk-bound),Division,40320,false,false,true,false,false,false,false,false,false,false,"(41.903355, -87.666496)"
30077,Forest Park (Terminal Arrival),Forest Park,40390,true,false,true,false,false,false,false,false,false,false,"(41.874257, -87.817318)"
30076,Forest Park (O'Hare-bound),Forest Park,40390,true,false,true,false,false,false,false,false,false,false,"(41.874257, -87.817318)"
30101,Foster (Linden-bound),Foster,40520,false,false,false,false,false,true,true,false,false,false,"(42.05416, -87.68356)"
30102,Foster (Howard-Loop-bound),Foster,40520,false,false,false,false,false,true,true,false,false,false,"(42.05416, -87.68356)"
30168,Francisco (Loop-bound),Francisco,40870,true,false,false,false,true,false,false,false,false,false,"(41.966046, -87.701644)"
30167,Francisco (Kimball-bound),Francisco,40870,true,false,false,false,true,false,false,false,false,false,"(41.966046, -87.701644)"
30234,Fullerton (95th-bound),Fullerton,41220,true,true,false,false,false,false,false,false,false,false,"(41.925051, -87.652866)"
30236,Fullerton (Loop-bound),Fullerton,41220,true,false,false,false,true,false,true,false,false,false,"(41.925051, -87.652866)"
30235,Fullerton (Kimball-Linden-bound),Fullerton,41220,true,false,false,false,true,false,true,false,false,false,"(41.925051, -87.652866)"
30233,Fullerton (Howard-bound),Fullerton,41220,true,true,false,false,false,false,false,false,false,false,"(41.925051, -87.652866)"
30100,Garfield (63rd-bound),Garfield,40510,true,false,false,true,false,false,false,false,false,false,"(41.795172, -87.618327)"
30224,Garfield (95th-bound),Garfield,41170,true,true,false,false,false,false,false,false,false,false,"(41.79542, -87.631157)"
30223,Garfield (Howard-bound),Garfield,41170,true,true,false,false,false,false,false,false,false,false,"(41.79542, -87.631157)"
30099,Garfield (Harlem-bound),Garfield,40510,true,false,false,true,false,false,false,false,false,false,"(41.795172, -87.618327)"
30096,Grand/Milwaukee (Forest Pk-bound),Grand,40490,false,false,true,false,false,false,false,false,false,false,"(41.891189, -87.647578)"
30064,Grand/State (Howard-bound),Grand,40330,true,true,false,false,false,false,false,false,false,false,"(41.891665, -87.628021)"
30065,Grand/State (95th-bound),Grand,40330,true,true,false,false,false,false,false,false,false,false,"(41.891665, -87.628021)"
30095,Grand/Milwaukee (O'Hare-bound),Grand,40490,false,false,true,false,false,false,false,false,false,false,"(41.891189, -87.647578)"
30148,Granville (95th-bound),Granville,40760,true,true,false,false,false,false,false,false,false,false,"(41.993664, -87.659202)"
30147,Granville (Howard-bound),Granville,40760,true,true,false,false,false,false,false,false,false,false,"(41.993664, -87.659202)"
30183,Halsted/63rd (Harlem-bound),Halsted,40940,true,false,false,true,false,false,false,false,false,false,"(41.778943, -87.644244)"
30216,Halsted (Midway-bound),Halsted,41130,true,false,false,false,false,false,false,false,false,true,"(41.84678, -87.648088)"
30184,Halsted/63rd (Ashland-bound),Halsted,40940,true,false,false,true,false,false,false,false,false,false,"(41.778943, -87.644244)"
30215,Halsted (Loop-bound),Halsted,41130,true,false,false,false,false,false,false,false,false,true,"(41.84678, -87.648088)"
30189,Harlem (Forest Pk Branch) (O'Hare-bound),Harlem,40980,false,false,true,false,false,false,false,false,false,false,"(41.87349, -87.806961)"
30146,Harlem (O'Hare Branch) (Forest Pk-bound),Harlem,40750,true,false,true,false,false,false,false,false,false,false,"(41.98227, -87.8089)"
30145,Harlem (O'Hare Branch) (O'Hare-bound),Harlem,40750,true,false,true,false,false,false,false,false,false,false,"(41.98227, -87.8089)"
30190,Harlem (Forest Pk Branch) (Terminal arrival),Harlem,40980,false,false,true,false,false,false,false,false,false,false,"(41.87349, -87.806961)"
30003,Harlem (63rd-bound),Harlem/Lake,40020,true,false,false,true,false,false,false,false,false,false,"(41.886848, -87.803176)"
30004,Harlem (Terminal arrival),Harlem/Lake,40020,true,false,false,true,false,false,false,false,false,false,"(41.886848, -87.803176)"
30165,H.W. Library (Outer Loop),Harold Washington Library-State/Van Buren,40850,true,false,false,false,true,false,false,false,false,false,"(41.876862, -87.628196)"
30166,H.W. Library (Inner Loop),Harold Washington Library-State/Van Buren,40850,true,false,false,false,false,false,true,false,true,true,"(41.876862, -87.628196)"
30286,Harrison (95th-bound),Harrison,41490,false,true,false,false,false,false,false,false,false,false,"(41.874039, -87.627479)"
30285,Harrison (Howard-bound),Harrison,41490,false,true,false,false,false,false,false,false,false,false,"(41.874039, -87.627479)"
30173,Howard (Terminal arrival),Howard,40900,true,true,false,false,false,false,false,false,false,false,"(42.019063, -87.672892)"
30176,Howard (Terminal arrival),Howard,40900,true,false,false,false,false,true,true,true,false,false,"(42.019063, -87.672892)"
30175,"Howard (Linden, Skokie-bound)",Howard,40900,true,false,false,false,false,true,true,true,false,false,"(42.019063, -87.672892)"
30174,Howard (95th-Bound),Howard,40900,true,true,false,false,false,false,false,false,false,false,"(42.019063, -87.672892)"
30157,Illinois Medical District (O'Hare-bound),Illinois Medical District,40810,true,false,true,false,false,false,false,false,false,false,"(41.875706, -87.673932)"
30158,Illinois Medical District (Forest Pk-bound),Illinois Medical District,40810,true,false,true,false,false,false,false,false,false,false,"(41.875706, -87.673932)"
30059,Indiana (63rd-bound),Indiana,40300,true,false,false,true,false,false,false,false,false,false,"(41.821732, -87.621371)"
30058,Indiana (Harlem-bound),Indiana,40300,true,false,false,true,false,false,false,false,false,false,"(41.821732, -87.621371)"
30282,Irving Park (Loop-bound),Irving Park,41460,true,false,false,false,true,false,false,false,false,false,"(41.954521, -87.674868)"
30107,Irving Park (O'Hare Branch) (O'Hare-bound),Irving Park,40550,false,false,true,false,false,false,false,false,false,false,"(41.952925, -87.729229)"
30108,Irving Park (O'Hare Branch) (Forest Pk-bound),Irving Park,40550,false,false,true,false,false,false,false,false,false,false,"(41.952925, -87.729229)"
30281,Irving Park (Kimball-bound),Irving Park,41460,true,false,false,false,true,false,false,false,false,false,"(41.954521, -87.674868)"
30014,Jackson/Dearborn (O'Hare-bound),Jackson,40070,true,false,true,false,false,false,false,false,false,false,"(41.878183, -87.629296)"
30110,Jackson/State (95th-bound),Jackson,40560,true,true,false,false,false,false,false,false,false,false,"(41.878153, -87.627596)"
30109,Jackson/State (Howard-bound),Jackson,40560,true,true,false,false,false,false,false,false,false,false,"(41.878153, -87.627596)"
30015,Jackson/Dearborn (Forest Pk-bound),Jackson,40070,true,false,true,false,false,false,false,false,false,false,"(41.878183, -87.629296)"
30227,Jarvis (Howard-bound),Jarvis,41190,false,true,false,false,false,false,false,false,false,false,"(42.015876, -87.669092)"
30228,Jarvis (95th-bound),Jarvis,41190,false,true,false,false,false,false,false,false,false,false,"(42.015876, -87.669092)"
30247,Jefferson Park (O'Hare-bound),Jefferson Park,41280,true,false,true,false,false,false,false,false,false,false,"(41.970634, -87.760892)"
30248,Jefferson Park (Forest Pk-bound),Jefferson Park,41280,true,false,true,false,false,false,false,false,false,false,"(41.970634, -87.760892)"
30226,Kedzie (Loop-bound),Kedzie,41180,true,false,false,false,true,false,false,false,false,false,"(41.965996, -87.708821)"
30219,Kedzie (Loop-bound),Kedzie,41150,true,false,false,false,false,false,false,false,false,true,"(41.804236, -87.704406)"
30220,Kedzie (Midway-bound),Kedzie,41150,true,false,false,false,false,false,false,false,false,true,"(41.804236, -87.704406)"
30202,Kedzie (54th/Cermak-bound),Kedzie,41040,true,false,false,false,false,false,false,false,true,false,"(41.853964, -87.705408)"
30201,Kedzie (Loop-bound),Kedzie,41040,true,false,false,false,false,false,false,false,true,false,"(41.853964, -87.705408)"
30225,Kedzie (Kimball-bound),Kedzie,41180,true,false,false,false,true,false,false,false,false,false,"(41.965996, -87.708821)"
30207,Kedzie (63rd-bound),Kedzie,41070,true,false,false,true,false,false,false,false,false,false,"(41.884321, -87.706155)"
30208,Kedzie (Harlem-bound),Kedzie,41070,true,false,false,true,false,false,false,false,false,false,"(41.884321, -87.706155)"
30049,Kedzie-Homan (Forest Pk-bound),Kedzie-Homan,40250,true,false,true,false,false,false,false,false,false,false,"(41.874341, -87.70604)"
30048,Kedzie-Homan (O'Hare-bound),Kedzie-Homan,40250,true,false,true,false,false,false,false,false,false,false,"(41.874341, -87.70604)"
30249,Kimball (Terminal arrival),Kimball,41290,true,false,false,false,true,false,false,false,false,false,"(41.967901, -87.713065)"
30250,Kimball (Loop-bound),Kimball,41290,true,false,false,false,true,false,false,false,false,false,"(41.967901, -87.713065)"
30217,King Drive (Cottage Grove-bound),King Drive,41140,true,false,false,true,false,false,false,false,false,false,"(41.78013, -87.615546)"
30218,King Drive (Harlem-bound),King Drive,41140,true,false,false,true,false,false,false,false,false,false,"(41.78013, -87.615546)"
30117,Kostner (Loop-bound),Kostner,40600,true,false,false,false,false,false,false,false,true,false,"(41.853751, -87.733258)"
30118,Kostner (54th/Cermak-bound),Kostner,40600,true,false,false,false,false,false,false,false,true,false,"(41.853751, -87.733258)"
30290,Lake (95th-bound),Lake,41660,true,true,false,false,false,false,false,false,false,false,"(41.884809, -87.627813)"
30289,Lake (Howard-bound),Lake,41660,true,true,false,false,false,false,false,false,false,false,"(41.884809, -87.627813)"
30135,Laramie (63rd-bound),Laramie,40700,true,false,false,true,false,false,false,false,false,false,"(41.887163, -87.754986)"
30136,Laramie (Harlem-bound),Laramie,40700,true,false,false,true,false,false,false,false,false,false,"(41.887163, -87.754986)"
30262,LaSalle (Forest Pk-bound),LaSalle,41340,false,false,true,false,false,false,false,false,false,false,"(41.875568, -87.631722)"
30261,LaSalle (O'Hare-bound),LaSalle,41340,false,false,true,false,false,false,false,false,false,false,"(41.875568, -87.631722)"
30030,LaSalle/Van Buren (Outer Loop),LaSalle/Van Buren,40160,false,false,false,false,true,false,false,false,false,false,"(41.8768, -87.631739)"
30031,LaSalle/Van Buren (Inner Loop),LaSalle/Van Buren,40160,false,false,false,false,false,false,true,false,true,true,"(41.8768, -87.631739)"
30149,Lawrence (Howard-bound),Lawrence,40770,false,true,false,false,false,false,false,false,false,false,"(41.969139, -87.658493)"
30150,Lawrence (95th-bound),Lawrence,40770,false,true,false,false,false,false,false,false,false,false,"(41.969139, -87.658493)"
30203,Linden (Linden-bound),Linden,41050,true,false,false,false,false,true,true,false,false,false,"(42.073153, -87.69073)"
30204,Linden (Howard-Loop-bound),Linden,41050,true,false,false,false,false,true,true,false,false,false,"(42.073153, -87.69073)"
30197,Logan Square (O'Hare-bound),Logan Square,41020,true,false,true,false,false,false,false,false,false,false,"(41.929728, -87.708541)"
30198,Logan Square (Forest Pk-bound),Logan Square,41020,true,false,true,false,false,false,false,false,false,false,"(41.929728, -87.708541)"
30251,Loyola (Howard-bound),Loyola,41300,true,true,false,false,false,false,false,false,false,false,"(42.001073, -87.661061)"
30252,Loyola (95th-bound),Loyola,41300,true,true,false,false,false,false,false,false,false,false,"(42.001073, -87.661061)"
30052,Main (Linden-bound),Main,40270,false,false,false,false,false,true,true,false,false,false,"(42.033456, -87.679538)"
30053,Main (Howard-Loop-bound),Main,40270,false,false,false,false,false,true,true,false,false,false,"(42.033456, -87.679538)"
30091,Merchandise Mart (Loop-bound),Merchandise Mart,40460,true,false,false,false,true,false,true,false,false,false,"(41.888969, -87.633924)"
30090,Merchandise Mart (Kimball-Linden-bound),Merchandise Mart,40460,true,false,false,false,true,false,true,false,false,false,"(41.888969, -87.633924)"
30182,Midway (Arrival),Midway,40930,true,false,false,false,false,false,false,false,false,true,"(41.78661, -87.737875)"
30181,Midway (Loop-bound),Midway,40930,true,false,false,false,false,false,false,false,false,true,"(41.78661, -87.737875)"
30153,Monroe (O'Hare-bound),Monroe,40790,false,false,true,false,false,false,false,false,false,false,"(41.880703, -87.629378)"
30211,Monroe (Howard-bound),Monroe,41090,false,true,false,false,false,false,false,false,false,false,"(41.880745, -87.627696)"
30212,Monroe (95th-bound),Monroe,41090,false,true,false,false,false,false,false,false,false,false,"(41.880745, -87.627696)"
30154,Monroe (Forest Pk-bound),Monroe,40790,false,false,true,false,false,false,false,false,false,false,"(41.880703, -87.629378)"
30260,Montrose (Forest Pk-bound),Montrose,41330,false,false,true,false,false,false,false,false,false,false,"(41.961539, -87.743574)"
30259,Montrose (O'Hare-bound),Montrose,41330,false,false,true,false,false,false,false,false,false,false,"(41.961539, -87.743574)"
30287,Montrose (Kimball-bound),Montrose,41500,true,false,false,false,true,false,false,false,false,false,"(41.961756, -87.675047)"
30288,Montrose (Loop-bound),Montrose,41500,true,false,false,false,true,false,false,false,false,false,"(41.961756, -87.675047)"
30296,Morgan (Harlem-54th/Cermak-bound),Morgan,41510,true,false,false,true,false,false,false,false,true,false,"(41.885586, -87.652193)"
30295,Morgan (Loop-63rd-bound),Morgan,41510,true,false,false,true,false,false,false,false,true,false,"(41.885586, -87.652193)"
30020,Morse (Howard-bound),Morse,40100,false,true,false,false,false,false,false,false,false,false,"(42.008362, -87.665909)"
30021,Morse (95th-bound),Morse,40100,false,true,false,false,false,false,false,false,false,false,"(42.008362, -87.665909)"
30125,North/Clybourn (Howard-bound),North/Clybourn,40650,false,true,false,false,false,false,false,false,false,false,"(41.910655, -87.649177)"
30126,North/Clybourn (95th-bound),North/Clybourn,40650,false,true,false,false,false,false,false,false,false,false,"(41.910655, -87.649177)"
30079,Noyes (Howard-Loop-bound),Noyes,40400,false,false,false,false,false,true,true,false,false,false,"(42.058282, -87.683337)"
30078,Noyes (Linden-bound),Noyes,40400,false,false,false,false,false,true,true,false,false,false,"(42.058282, -87.683337)"
30263,Oak Park (63rd-bound),Oak Park,41350,false,false,false,true,false,false,false,false,false,false,"(41.886988, -87.793783)"
30035,Oak Park (Forest Pk-bound),Oak Park,40180,false,false,true,false,false,false,false,false,false,false,"(41.872108, -87.791602)"
30034,Oak Park (O'Hare-bound),Oak Park,40180,false,false,true,false,false,false,false,false,false,false,"(41.872108, -87.791602)"
30264,Oak Park (Harlem-bound),Oak Park,41350,false,false,false,true,false,false,false,false,false,false,"(41.886988, -87.793783)"
30298,Oakton-Skokie (Howard-bound),Oakton-Skokie,41680,true,false,false,false,false,false,false,true,false,false,"(42.02624348, -87.74722084)"
30297,Oakton-Skokie (Dempster-Skokie-bound),Oakton-Skokie,41680,true,false,false,false,false,false,false,true,false,false,"(42.02624348, -87.74722084)"
30172,O'Hare (Forest Pk-bound),O'Hare,40890,true,false,true,false,false,false,false,false,false,false,"(41.97766526, -87.90422307)"
